trial_type,trial_number,sentence,correct_answer,acc,answer_rt
perceptual_experiment2,23,Go³¹b potrafi lataæ,True,1,1.716721899996628
perceptual_experiment2,24,Marynarkê nosi siê na nogach,True,1,1.8001166000030935
perceptual_experiment2,25,Gimnastyka wymaga elastycznoœci,True,1,1.916697100001329
perceptual_experiment2,26,Paznokcie s¹ naturalnie zielone,True,1,3.0168735000042943
perceptual_experiment2,27,Aktor gra w filmach,True,1,1.5501160999992862
perceptual_experiment2,28,Kiwi jest owocem,False,1,1.883472499997879
perceptual_experiment2,29,Bo¿e Narodzenie jest w maju,True,1,1.5001237000033143
perceptual_experiment2,30,Aligator p³ywa w wodzie,True,1,2.750099400000181
perceptual_experiment2,31,Poeta tworzy wiersze,True,0,1.6501568999956362
perceptual_experiment2,32,Baran to zwierzê stadne,True,1,1.0501547999956529
perceptual_experiment2,33,Kawa pobudza organizm,True,1,1.8506606000009924
perceptual_experiment2,34,Truskawki s¹ owocami letnimi,True,1,3.1833431999984896
perceptual_experiment2,35,Angielski to nauka jêzyka obcego,True,1,1.5834418000013102
perceptual_experiment2,36,Koperek roœnie na drzewie,True,1,2.1834789000058663
perceptual_experiment2,37,Kozaki to rodzaj obuwia,True,1,1.5333549000060884
perceptual_experiment2,38,Karaluch jest ssakiem,True,1,1.5501234999974258
perceptual_experiment2,39,Geolog bada ziemiê,True,1,2.5334394999954384
perceptual_experiment2,40,Owca to zwierzê roœlino¿erne,True,1,1.883451599998807
perceptual_experiment2,41,Zupa jarzynowa jest z owoców,True,1,2.3334175999989384
perceptual_experiment2,42,Plecak nosi siê na plecach,True,1,1.833430099999532
perceptual_experiment2,43,Oko umo¿liwia dotyk.,True,1,1.5334535000001779
