trial_type,trial_number,sentence,correct_answer,acc,answer_rt
perceptual_experiment0,17,¯eglarstwo odbywa siê na wodzie,True,1,3.0501717000006465
perceptual_experiment0,18,Kret kopie tunele,False,1,2.466859799998929
perceptual_experiment0,19,Szachy s¹ sportem umys³owym,True,1,1.8668306000035955
perceptual_experiment0,20,Rêkawiczki nosi siê na rêkach,True,1,2.2500930999958655
perceptual_experiment0,21,Koszykówka grana jest na boisku,True,1,2.4334450000023935
perceptual_experiment0,22,Piêta jest czêœci¹ stopy. ,True,1,1.733400100012659
perceptual_experiment0,23,Grawitacja odpycha przedmioty,True,1,2.1668189000047278
perceptual_experiment0,24,Krowa daje mleko,True,1,1.4501856999995653
perceptual_experiment0,25,Byk to ssak roœlino¿erny,True,1,2.550128800008679
perceptual_experiment0,26,Szkolny bus potrafi lataæ,True,1,2.600107600010233
perceptual_experiment0,27,Sos pomidorowy jest z pomidorów,False,0,-1
perceptual_experiment0,28,Listonosz krêci filmy,False,1,2.683433199999854
perceptual_experiment0,29,Czekolada zawiera kakao,True,1,2.1168692000064766
perceptual_experiment0,30,Silnik jest w samolocie,True,1,2.1168428999953903
perceptual_experiment0,31,Kurtka to okrycie wierzchnie,True,1,3.033469599991804
perceptual_experiment0,32,¯ebra chroni¹ p³uca.,True,1,2.400222999989637
perceptual_experiment0,33,Angielski to nauka jêzyka obcego,True,1,2.6333580000064103
perceptual_experiment0,34,Na ziemii mieszkaj¹ ludzie,True,1,2.3667110999958823
perceptual_experiment0,35,Kozaki to rodzaj obuwia,True,1,1.6835788000025786
perceptual_experiment0,36,Przedsiêbiorca prowadzi firmê,True,1,1.5834678000101121
perceptual_experiment0,37,Pokój dzieciêcy jest dla dzieci,True,0,2.883557599998312
perceptual_experiment0,38,S³onecznik lubi s³oñce,False,1,3.4338979000021936
perceptual_experiment0,39,Artysta tworzy dzie³a sztuki. ,True,1,2.600143500007107
perceptual_experiment0,40,Plecy ³¹cz¹ tu³ów z g³ow¹. ,False,0,-1
perceptual_experiment0,41,Fizyka bada prawa natury,True,1,1.883463700010907
perceptual_experiment0,42,Ryœ to gatunek ptaka,True,1,1.7502098999975715
perceptual_experiment0,43,Geolog bada ziemiê,True,1,1.466803399991477
semantic_experiment0,0,Kaktus potrzebuje wody,True,1,2.416727899995749
semantic_experiment0,1,Lis to zwierzê miêso¿erne,True,1,2.1667664000124205
semantic_experiment0,2,Sweter chroni przed zimnem. ,True,1,1.933343500000774
semantic_experiment0,3,Pilot projektuje suknie œlubne,False,1,3.0335096000053454
semantic_experiment0,4,Kostka stabilizuje stopê. ,True,1,2.883401300001424
semantic_experiment0,5,Udo znajduje siê na g³owie,False,1,2.3835089999920456
semantic_experiment0,6,Niebo jest zielone,False,1,1.7833781999943312
semantic_experiment0,7,Ogrodnik pielêgnuje roœliny,True,1,1.9834841000119923
semantic_experiment0,8,Koñ to zwierzê kopytne,True,1,2.2167443000071216
semantic_experiment0,9,Ekonomista analizuje rynek,True,1,1.666791399999056
semantic_experiment0,10,Boks polega na walce,True,1,1.7505077999958303
semantic_experiment0,11,P¹czki s¹ zdrowe,False,1,3.2334868000034476
semantic_experiment0,12,Marchewka jest pomarañczona,True,1,2.9835740999988047
semantic_experiment0,13,Dentysta leczy zêby,True,1,3.483533199992962
semantic_experiment0,14,£abêdŸ to gatunek ptaka,True,1,2.6334262999880593
semantic_experiment0,15,W œwietlicy buduje siê samoloty,False,1,3.2500265999988187
semantic_experiment0,16,Hiena poluje w stadach,True,1,2.9001407000032486
semantic_experiment0,17,Buty nosi siê na stopach,True,1,2.116811300002155
semantic_experiment0,18,Koœci tworz¹ szkielet,True,1,1.583479000008083
semantic_experiment0,19,¯ó³w potrafi lataæ,False,1,1.8835016999946674
semantic_experiment0,20,Baran to zwierzê stadne,True,1,2.833404100005282
semantic_experiment0,21,Psycholog pomaga ludziom,True,1,1.9168946999998298
semantic_experiment0,22,Matematyka to nauka liczb,True,1,2.616986499997438
semantic_experiment0,23,Mechanik naprawia samochody,True,1,2.0167985999869416
semantic_experiment0,24,W hokeju u¿ywa siê nart,False,1,1.8169122999970568
semantic_experiment0,25,Usta s¹ na twarzy,True,1,1.7167787999933353
semantic_experiment0,26,Stolarz ratuje ludzi,False,1,2.2667376000026707
semantic_experiment0,27,Têtnica prowadzi krew z serca. ,True,1,3.8501990999939153
semantic_experiment0,28,Surfing odbywa siê na l¹dzie,False,1,3.9334037999942666
semantic_experiment0,29,Dyrektor sprz¹ta szko³ê,False,1,2.733457599999383
semantic_experiment0,30,Serce pompuje krew,True,1,2.083432699990226
semantic_experiment0,31,Buraki s¹ owocami,False,1,3.266774899995653
semantic_experiment0,32,Jastrz¹b potrafi p³ywaæ,False,1,3.6167347000009613
semantic_experiment0,33,Motyl potrafi lataæ,True,1,2.700156100007007
semantic_experiment0,34,Palec u nogi jest ró¿owy,False,1,3.6001682999922195
semantic_experiment0,35,Szyja ³¹czy g³owê z tu³owiem. ,True,1,3.0500375000119675
semantic_experiment0,36,Wycieraczki wycieraj¹ szybê,True,1,2.4502625999884913
semantic_experiment0,37,Doradca finansowy maluje obrazy,False,1,2.000173699998413
semantic_experiment0,38,Szklarz piecze ciasta,False,1,2.3168538000027183
semantic_experiment0,39,Hipopotam to roœlino¿erca,False,0,2.3834379999898374
semantic_experiment0,40,Stewardessa buduje koœcio³y,False,1,1.9167537999892375
semantic_experiment0,41,Krawiec szyje ubrania,True,1,2.233381800004281
semantic_experiment0,42,D³ugopis s³u¿y do pisania,True,1,1.7167364000051748
semantic_experiment0,43,Autobus jest wiêkszy od roweru,True,1,2.450006300001405
perceptual_experiment2,0,In¿ynier projektuje mosty,False,1,3.3833193999889772
perceptual_experiment2,1,Orzechy s¹ zdrowe,False,1,2.566807399998652
perceptual_experiment2,2,Narciarstwo to sport zimowy,True,1,1.816667300008703
perceptual_experiment2,3,Pokój to pomieszczenie,False,1,2.0668250000016997
perceptual_experiment2,4,Bocian przynosi dzieci,True,1,1.6000652999937302
perceptual_experiment2,5,Jab³ecznik jest bezkaloryczny,True,1,2.6335210999968695
perceptual_experiment2,6,Truskawki s¹ owocami letnimi,True,1,3.0667318999912823
perceptual_experiment2,7,Jelita trawi¹ pokarm. ,True,1,1.9168404999945778
perceptual_experiment2,8,Barista pisze ksi¹¿ki,True,1,3.2667609000054654
perceptual_experiment2,9,W listopadzie opadaj¹ liœcie.,True,1,1.7168520999985049
perceptual_experiment2,10,Zupa jarzynowa jest z owoców,True,1,2.3000640000100248
perceptual_experiment2,11,Zderzak chroni pojazd,True,1,1.5501150000054622
perceptual_experiment2,12,Kie³basa jest z miêsa,True,1,1.633497000002535
perceptual_experiment2,13,Historia opowiada o przesz³oœci,True,1,3.033340499998303
perceptual_experiment2,14,Bambus roœnie w Polsce,True,1,3.300170900009107
perceptual_experiment2,15,O³ówek s³u¿y do pisania.,True,1,2.3000863999914145
perceptual_experiment2,16,Pi³ka no¿na wymaga pi³ki,True,1,2.4833945000136737
perceptual_experiment2,17,Halloween jest w czerwcu,True,1,2.30017799999041
perceptual_experiment2,18,Papryka jest warzywem,True,1,1.7166510999959428
perceptual_experiment2,19,Aloes roœnie na Ksiê¿ycu,True,0,3.299981600008323
perceptual_experiment2,20,Wywiadówka jest w szpitalu,True,1,2.800189200002933
perceptual_experiment2,21,Sernik to ciasto,True,1,1.833385799996904
perceptual_experiment2,22,Banany rosn¹ na drzewach,True,1,1.033455500000855
perceptual_experiment2,23,Szarlotka to rodzaj mebla,True,1,2.0002076999953715
perceptual_experiment2,24,D³oñ sk³ada siê z palców. ,True,1,1.950100600006408
perceptual_experiment2,25,Aktor gra w filmach,True,1,1.7000992999965092
perceptual_experiment2,26,Brzuch jest czêœci¹ cia³a. ,True,1,2.4001178999897093
perceptual_experiment2,27,Jogurt mo¿na jeœæ,True,0,2.450056100002257
perceptual_experiment2,28,Na korepetycjach siê uczy,True,1,2.833486699993955
perceptual_experiment2,29,Pokojówka uczy nurkowania,True,1,2.116803999990225
perceptual_experiment2,30,Czarna dziura poch³ania œwiat³o,True,1,2.566700600000331
perceptual_experiment2,31,Muzyk gra na instrumentach,True,1,2.8003373999963515
perceptual_experiment2,32,Sprzedawca obs³uguje klientów,True,1,1.5668961000046693
perceptual_experiment2,33,Skóra chroni cia³o,True,1,1.500194799999008
perceptual_experiment2,34,W¹troba produkuje krew. ,True,1,1.6834879999951227
perceptual_experiment2,35,Miêœnie umo¿liwiaj¹ ruch. ,True,1,2.4334921999979997
perceptual_experiment2,36,Klatka piersiowa chroni serce.,True,1,1.833337100004428
perceptual_experiment2,37,Architekt projektuje budynki ,False,0,3.4334314000007
perceptual_experiment2,38,Koza daje mleko,True,1,1.333588299996336
perceptual_experiment2,39,Pingwin potrafi lataæ,True,1,1.7667166000028374
perceptual_experiment2,40,Orka to ssak wodny,True,1,1.566767099997378
perceptual_experiment2,41,Go³¹b potrafi lataæ,True,1,2.1502294999954756
perceptual_experiment2,42,Szyba chroni przed wiatrem.,True,1,1.5167980999976862
perceptual_experiment2,43,Kapibara to gatunek ma³py,True,1,1.6834825999976601
semantic_experiment2,0,Panda jest ró¿owa,False,1,2.2501398000022164
semantic_experiment2,1,Ptak potrafi lataæ,True,1,1.6501082000031602
semantic_experiment2,2,Chleb jest z m¹ki,True,1,1.1833598999946844
semantic_experiment2,3,Rolkami jeŸdzi siê po wodzie,False,1,2.516726000001654
semantic_experiment2,4,MMA to mieszane sztuki walki,True,1,2.5001000000047497
semantic_experiment2,5,Matura to rodzaj musicalu,False,1,2.3335923999984516
semantic_experiment2,6,Kwiat umie tañczyæ,False,1,1.9334566000034101
semantic_experiment2,7,Fotograf sprz¹ta chodniki,False,1,2.08344699999725
semantic_experiment2,8,S³oñce œwieci w nocy,False,0,3.11706299999787
semantic_experiment2,9,Rzut dyskiem to uderzanie pi³k¹,False,0,-1
semantic_experiment2,10,Ry¿ jest popularny w Azji,True,1,3.1001342999952612
semantic_experiment2,11,Socjolog bada spo³eczeñstwo,True,1,3.650010500001372
semantic_experiment2,12,Sarna poluje w nocy,False,0,-1
semantic_experiment2,13,Czo³o znajduje siê na potylicy. ,False,0,-1
semantic_experiment2,14,Oczy to czêœæ g³owy.,True,1,1.883592400001362
semantic_experiment2,15,Sa³atka jest lekkim posi³kiem,True,1,2.4001372999919113
semantic_experiment2,16,Jeziora s¹ g³êbsze od oceanów,False,1,2.750091499998234
semantic_experiment2,17,Pêpek jest na brzuchu,True,1,1.4168319000018528
semantic_experiment2,18,Kiwi jest owocem,True,1,1.1834900999965612
semantic_experiment2,19,Na geografii uczy siê o ziemi,True,1,2.316687600003206
semantic_experiment2,20,Na plastyce siê rysuje,True,1,1.3334348000062164
semantic_experiment2,21,Mózg kontroluje cia³o.,True,1,2.4333986999990884
semantic_experiment2,22,Jêzyk umo¿liwia smakowanie. ,True,1,2.08354180000606
semantic_experiment2,23,Makaron jest w³oskim daniem,True,1,2.9000565000023926
semantic_experiment2,24,Oko umo¿liwia dotyk.,False,1,3.450162099994486
semantic_experiment2,25,Jajka pochodz¹ od kur,True,1,3.283395099992049
semantic_experiment2,26,Ostrokrzew jest krzewem,True,1,2.566932200003066
semantic_experiment2,27,Czarna wdowa jest ró¿owa,False,1,2.7833249000104843
semantic_experiment2,28,Miesi¹c sk³ada siê z 30 dni. ,False,1,2.2170075999893015
semantic_experiment2,29,Nozdrza umo¿liwiaj¹ oddychanie.,True,1,2.4667422999918927
semantic_experiment2,30,W¹¿ posiada cztery nogi,False,1,1.683396199994604
semantic_experiment2,31,Wiewiórka potrafi p³ywaæ,False,0,3.466907900001388
semantic_experiment2,32,D³oñ umo¿liwia chwytanie.,True,1,2.7167680999991717
semantic_experiment2,33,Sufit jest nad g³ow¹,True,1,2.000111700006528
semantic_experiment2,34,Kamieñ umie p³ywaæ,False,1,2.1167739999946207
semantic_experiment2,35,Lekarz leczy ludzi,True,1,1.4501292999921134
semantic_experiment2,36,Pielêgniarka dba o pacjentów ,True,1,2.400120500009507
semantic_experiment2,37,Bu³ki to rodzaj miêsa,False,1,2.3501940999994986
semantic_experiment2,38,Jemio³a to zwierzê,False,1,1.8667751000029966
semantic_experiment2,39,Szalik siê nosi w zimie,True,1,2.8667253000021446
semantic_experiment2,40,Koperek roœnie na drzewie,False,1,2.38345290000143
semantic_experiment2,41,Nawigacja pomaga w podró¿owaniu,True,1,2.5167725999926915
semantic_experiment2,42,Dziobak to ssak wodny,True,1,3.1168281999998726
semantic_experiment2,43,Szpinak jest zielony,True,1,1.5002070000045933
