trial_type,trial_number,sentence,correct_answer,acc,answer_rt
perceptual_experiment0,7,Szachy s¹ sportem umys³owym,True,1,1.1168732000005548
perceptual_experiment0,8,Kiwi jest owocem,False,1,1.2334736000011617
perceptual_experiment0,9,Szarlotka to rodzaj mebla,True,1,0.8002468000013323
perceptual_experiment0,10,Ry¿ jest popularny w Azji,True,1,1.3667935000012221
perceptual_experiment0,11,Osa to gatunek ryby,True,1,1.4836193999981333
perceptual_experiment0,12,Jastrz¹b potrafi p³ywaæ,True,1,1.016800900000817
perceptual_experiment0,13,Gwiazda to kula gazowa,True,1,0.6834760000019742
perceptual_experiment0,14,Ko³o zapasowe jest okr¹g³e,True,1,0.8502064999993308
perceptual_experiment0,15,Dietetyk naprawia samochody,True,1,1.0667804999975488
perceptual_experiment0,16,Sarna poluje w nocy,True,1,0.7001285000005737
perceptual_experiment0,17,Poœladki s¹ na koñcu nogi. ,True,1,0.7168653999979142
perceptual_experiment0,18,Zaj¹c to zwierzê roœlino¿erne,True,1,0.9335156000015559
perceptual_experiment0,19,Dorsz to ryba morska,True,1,1.0334719000020414
perceptual_experiment0,20,Kurtka to okrycie wierzchnie,True,1,0.9836426000001666
perceptual_experiment0,21,Kot to drapie¿nik,True,1,0.850237599999673
perceptual_experiment0,22,Lawa to p³ynna ska³a,True,1,1.8001227999993716
perceptual_experiment0,23,Lawenda jest zielona,True,1,0.7669343000015942
perceptual_experiment0,24,Miesi¹c sk³ada siê z 30 dni. ,True,1,0.6168589000008069
perceptual_experiment0,25,Rzut dyskiem to uderzanie pi³k¹,True,1,3.666705699997692
perceptual_experiment0,26,Sypialnia jest miejscem snu. ,True,1,1.183574700000463
perceptual_experiment0,27,Surfing odbywa siê na l¹dzie,True,0,3.4833944000019983
perceptual_experiment0,28,In¿ynier projektuje mosty,False,1,2.116791499996907
perceptual_experiment0,29,Œwierk jest drzewem iglastym,True,1,1.8167658999991545
perceptual_experiment0,30,Rekin jest ryb¹,False,1,1.4168269999972836
perceptual_experiment0,31,Pêpek jest na brzuchu,True,1,1.2668497999984538
perceptual_experiment0,32,Mors p³ywa w wodzie,True,1,1.2670355000009295
perceptual_experiment0,33,Fasola jest owocem,True,1,0.683859400000074
perceptual_experiment0,34,Dyrektor sprz¹ta szko³ê,True,0,1.7835123000004387
perceptual_experiment0,35,Wspinaczka odbywa siê w wodzie,True,1,0.7834507000006852
perceptual_experiment0,36,Halloween jest w czerwcu,True,1,1.1833540000006906
perceptual_experiment0,37,W¹¿ posiada cztery nogi,True,1,1.3670777999977872
perceptual_experiment0,38,Talia to czêœæ nogi,True,1,0.8168631000007736
perceptual_experiment0,39,Nozdrza umo¿liwiaj¹ oddychanie.,True,1,1.6669425000000047
perceptual_experiment0,40,Kreda s³u¿y do pisania,True,1,1.1334104999987176
perceptual_experiment0,41,¯ó³w potrafi lataæ,True,1,1.1669038
perceptual_experiment0,42,Œliwa daje œliwki,True,1,0.6167874999991909
perceptual_experiment0,43,Na olimpiadzie ka¿dy wygrywa,True,1,1.2167888000003586
semantic_experiment0,0,Ananas to warzywo,False,0,2.083497300001909
semantic_experiment0,1,Brzuch jest czêœci¹ cia³a. ,True,1,1.0001613999993424
semantic_experiment0,2,Wilk poluje w grupach,True,1,1.7668816999976116
semantic_experiment0,3,Kangur potrafi skakaæ,True,1,1.3168115999978909
semantic_experiment0,4,Woda jest niezbêdna do ¿ycia,True,1,1.0334603000010247
semantic_experiment0,5,Jemio³a to zwierzê,False,1,1.433330299998488
semantic_experiment0,6,Kalkulator pomaga w obliczeniach,True,1,1.0335589999995136
semantic_experiment0,7,Orka to ssak wodny,True,1,2.150216099998943
semantic_experiment0,8,Motyl potrafi lataæ,True,1,1.1169355000020005
semantic_experiment0,9,Elektryk naprawia urz¹dzenia ,True,1,1.6168883999998798
semantic_experiment0,10,Autobus jest wiêkszy od roweru,True,1,1.2003110000005108
semantic_experiment0,11,Noga umo¿liwia chodzenie. ,True,1,1.0000418999989051
semantic_experiment0,12,Ksiê¿yc kr¹¿y wokó³ Ziemi,True,1,1.800133900000219
semantic_experiment0,13,¯o³¹dek trawi pokarm. ,True,1,1.1501720000014757
semantic_experiment0,14,Jagniêcina to miêso z kury,False,1,1.2501446000023861
semantic_experiment0,15,Paznokcie chroni¹ palce. ,True,1,1.366844799998944
semantic_experiment0,16,Okno umo¿liwia dostêp œwiat³a.,True,1,3.1666850999972667
semantic_experiment0,17,Krawiec szyje ubrania,True,1,2.233372099999542
semantic_experiment0,18,Wœciek³oœæ to negatywna emocja,True,1,1.5335392999986652
semantic_experiment0,19,Ostrokrzew jest krzewem,True,1,3.6333564999986265
semantic_experiment0,20,Spadochroniarstwo to sport wodny,False,1,1.8002334000011615
semantic_experiment0,21,Terapeuta gotuje obiady,False,1,1.300269200000912
semantic_experiment0,22,Czarna dziura poch³ania œwiat³o,True,1,2.8668524000022444
semantic_experiment0,23,Papryka jest warzywem,True,1,1.1835567999987688
semantic_experiment0,24,Nos s³u¿y do oddychania. ,True,1,0.7336076999999932
semantic_experiment0,25,Leniwiec szybko biega,False,1,1.316949600000953
semantic_experiment0,26,Fizyka bada prawa natury,True,1,2.3169495000001916
semantic_experiment0,27,Barista pisze ksi¹¿ki,False,1,0.9502863000016077
semantic_experiment0,28,Zegarmistrz piecze potrawy,False,1,2.0835379999989527
semantic_experiment0,29,Skóra chroni cia³o,True,0,1.0001927000012074
semantic_experiment0,30,Kapibara to gatunek ma³py,False,1,1.550181499998871
semantic_experiment0,31,Wyspy s¹ zawsze otoczone wod¹,True,1,1.966913600001135
semantic_experiment0,32,Gard³o ³¹czy nos z prze³ykiem. ,False,0,2.650088300000789
semantic_experiment0,33,Byk to ssak roœlino¿erny,True,1,2.666842699996778
semantic_experiment0,34,G³owa zawiera mózg. ,True,1,0.9836939999986498
semantic_experiment0,35,Boks polega na walce,True,1,1.1667711000009149
semantic_experiment0,36,Plecy ³¹cz¹ tu³ów z g³ow¹. ,False,0,1.0336442000007082
semantic_experiment0,37,Wiewiórka potrafi p³ywaæ,False,1,0.9334548999977414
semantic_experiment0,38,Delfin potrafi lataæ,False,1,0.9168370999977924
semantic_experiment0,39,Drzewa rosn¹ w górê,True,0,0.90015399999902
semantic_experiment0,40,Pomidory mo¿na jeœæ na surowo,True,1,2.4501683000016783
semantic_experiment0,41,Matura to rodzaj musicalu,False,1,1.9501307000027737
semantic_experiment0,42,Religia zajmuje siê wiar¹ ,True,1,1.4501540000019304
semantic_experiment0,43,Angielski to nauka jêzyka obcego,True,0,1.6168738000014855
perceptual_experiment2,0,Muzyka to nauka o dŸwiêkach,True,1,1.1836039000008896
perceptual_experiment2,1,Pokój dzieciêcy jest dla dzieci,True,0,1.6835472999991907
perceptual_experiment2,2,Psycholog pomaga ludziom,True,1,1.1169150000023365
perceptual_experiment2,3,Artysta tworzy dzie³a sztuki. ,True,1,0.8668324000027496
perceptual_experiment2,4,Pingwin potrafi lataæ,True,1,0.8668223999993643
perceptual_experiment2,5,Mak roœnie na polu,True,1,0.7836748000008811
perceptual_experiment2,6,Kret kopie tunele,False,1,1.7502654999989318
perceptual_experiment2,7,Jeziora s¹ g³êbsze od oceanów,True,1,1.0837596999990637
perceptual_experiment2,8,Radio samochodowe gra muzykê,True,1,1.1001786000015272
perceptual_experiment2,9,Poeta tworzy wiersze,True,1,0.8168102000017825
perceptual_experiment2,10,Ekran wyœwietla informacje. ,True,1,0.5502369999994698
perceptual_experiment2,11,Marchewka jest pomarañczona,True,1,0.9334749000008742
perceptual_experiment2,12,Ptak potrafi lataæ,True,1,0.6502658999997948
perceptual_experiment2,13,Pokój to pomieszczenie,False,1,1.3004074999989825
perceptual_experiment2,14,Doradca finansowy maluje obrazy,True,1,0.9669303000009677
perceptual_experiment2,15,Ser ¿ó³ty to miêso,False,0,1.0167696999997133
perceptual_experiment2,16,Sprzedawca obs³uguje klientów,True,1,1.0837541999972018
perceptual_experiment2,17,Stopa sk³ada siê z palców. ,True,1,1.1002139000011084
perceptual_experiment2,18,Kosmetyczka pielêgnuje skórê ,True,1,1.1503641000017524
perceptual_experiment2,19,Farmaceuta sprzedaje leki,True,1,0.7502332000003662
perceptual_experiment2,20,W paintballu u¿ywa siê kulek,True,1,0.7001248999986274
perceptual_experiment2,21,Kaktus potrzebuje wody,True,1,0.6835993999993661
perceptual_experiment2,22,£azienka s³u¿y do k¹pieli. ,True,1,0.5834508999978425
perceptual_experiment2,23,D³oñ umo¿liwia chwytanie.,True,0,1.2835077000017918
perceptual_experiment2,24,Niebo jest zielone,False,1,1.0334323000024597
perceptual_experiment2,25,O³ówek s³u¿y do pisania.,True,1,1.933454599999095
perceptual_experiment2,26,Biegi prze³ajowe to wyœcigi,True,1,1.833496199997171
perceptual_experiment2,27,Pod³oga jest pod stopami,True,1,0.9169012000020302
perceptual_experiment2,28,Ratownik sprzedaje bi¿uteriê,True,1,0.5335749000005308
perceptual_experiment2,29,Zeszyt s³u¿y do notowania,True,1,1.1668487999995705
perceptual_experiment2,30,Piêta jest czêœci¹ stopy. ,True,1,0.8507709000004979
perceptual_experiment2,31,Wywiadówka jest w szpitalu,True,1,0.7835907000007865
perceptual_experiment2,32,Zupa jarzynowa jest z owoców,True,1,0.9001751000032527
perceptual_experiment2,33,Kucyk potrafi lataæ,True,1,0.9334616000014648
perceptual_experiment2,34,Woda smakuje jak kawa,True,1,0.6169201999982761
perceptual_experiment2,35,Zbiornik paliwa jest z papieru,True,1,0.8335516000006464
perceptual_experiment2,36,Stra¿ak gasi po¿ary ,True,1,0.8335387999977684
perceptual_experiment2,37,P¹czki s¹ zdrowe,False,1,1.2334580999995524
perceptual_experiment2,38,Sweter chroni przed zimnem. ,False,1,2.400150699999358
perceptual_experiment2,39,Ramiona s¹ czêœci¹ nóg. ,True,1,0.7667244000003848
perceptual_experiment2,40,Nawigacja pomaga w podró¿owaniu,True,1,0.650100900002144
perceptual_experiment2,41,Szczur to gatunek ptaka,True,1,0.9835456999971939
perceptual_experiment2,42,Szalik siê nosi w zimie,True,0,1.700044400000479
perceptual_experiment2,43,Weterynarz leczy zwierzêta ,True,1,1.233493499999895
semantic_experiment2,0,Puma to gatunek kota,True,1,1.3501440000000002
semantic_experiment2,1,Komputer s³u¿y do liczenia,True,1,0.8668945999997959
semantic_experiment2,2,Historia opowiada o przesz³oœci,True,1,1.033614199997828
semantic_experiment2,3,Stewardessa buduje koœcio³y,False,1,1.1668256000011752
semantic_experiment2,4,Ryœ to gatunek ptaka,False,1,2.00030759999936
semantic_experiment2,5,W hokeju u¿ywa siê nart,False,1,1.4667614000027243
semantic_experiment2,6,Golf wymaga kija,True,0,0.7667357999998785
semantic_experiment2,7,Przebiœnieg przebija œnieg,True,1,2.5835559999977704
semantic_experiment2,8,Socjolog bada spo³eczeñstwo,True,1,1.2501586999969732
semantic_experiment2,9,Kostka do gry s³u¿y do pisania,False,1,1.3666957000023103
semantic_experiment2,10,Hydraulik tañczy na rurze,False,1,0.7833828000002541
semantic_experiment2,11,W œwietlicy buduje siê samoloty,False,1,1.2003393000013602
semantic_experiment2,12,Na plastyce siê rysuje,True,1,1.1002036999998381
semantic_experiment2,13,Lekarz leczy ludzi,True,1,1.0001780000020517
semantic_experiment2,14,Fotograf sprz¹ta chodniki,False,1,0.9502105999999912
semantic_experiment2,15,Nauczyciel uczy w szkole,True,1,0.9334623999966425
semantic_experiment2,16,Grawitacja odpycha przedmioty,False,1,1.5001508999994257
semantic_experiment2,17,Wigilia jest w grudniu,True,1,1.6000598999999056
semantic_experiment2,18,Spodnie s¹ czêœci¹ garderoby,True,1,1.3167965000029653
semantic_experiment2,19,Na technice gra siê w rugby,False,1,1.600279700000101
semantic_experiment2,20,MMA to mieszane sztuki walki,True,1,1.4169089000024542
semantic_experiment2,21,Francuski to nauka jêzyka obcego,True,0,1.6835018999991007
semantic_experiment2,22,Papuga umie mówiæ,True,1,3.566847800000687
semantic_experiment2,23,Kie³basa jest z miêsa,True,1,0.9668216999998549
semantic_experiment2,24,Pizza pochodzi z Japonii,False,1,1.5334688000002643
semantic_experiment2,25,Tatar to danie wegetariañskie,False,1,1.283556200000021
semantic_experiment2,26,Sos pomidorowy jest z pomidorów,True,1,1.1002292999983183
semantic_experiment2,27,Cukiernik tankuje paliwo,False,1,1.0336904000032519
semantic_experiment2,28,Buty nosi siê na stopach,True,1,0.9834922999980336
semantic_experiment2,29,Tenis sto³owy wymaga paletek,True,1,1.3169827999990957
semantic_experiment2,30,£abêdŸ to gatunek ptaka,True,1,1.467031500000303
semantic_experiment2,31,Bo¿e Narodzenie jest w maju,False,1,1.8169039999993402
semantic_experiment2,32,Geodeta piecze ciasta,False,1,1.4001500999984273
semantic_experiment2,33,Trener leczy choroby ,False,1,0.9834641000015836
semantic_experiment2,34,Na ziemii mieszkaj¹ ludzie,True,1,2.566800600001443
semantic_experiment2,35,Kolano umo¿liwia zginanie nogi. ,True,1,1.5834313000013935
semantic_experiment2,36,Globus to model ziemi,True,1,1.0502167000013287
semantic_experiment2,37,Krew transportuje substancje. ,True,1,1.3501094999992347
semantic_experiment2,38,Garnitur jest strojem formalnym,True,1,1.0168125000018335
semantic_experiment2,39,Koñ to zwierzê kopytne,True,1,1.0668224000000919
semantic_experiment2,40,Czarna wdowa jest ró¿owa,False,1,1.200265200001013
semantic_experiment2,41,Kozaki to rodzaj obuwia,True,1,1.4168438000015158
semantic_experiment2,42,Bocian przynosi dzieci,False,0,0.7835287000016251
semantic_experiment2,43,Drzwi s¹ na pod³odze,False,1,1.0501909000013256
