trial_type,trial_number,sentence,correct_answer,acc,answer_rt
perceptual_experiment0,2,Orka to ssak wodny,True,1,1.6667315000013332
perceptual_experiment0,3,Paznokcie s¹ naturalnie zielone,True,1,1.8836458000005223
perceptual_experiment0,4,Aktor gra w filmach,True,1,1.5834404999986873
perceptual_experiment0,5,£azienka s³u¿y do k¹pieli. ,True,1,2.050112100005208
perceptual_experiment0,6,Przedsiêbiorca prowadzi firmê,True,1,2.2505719999971916
perceptual_experiment0,7,D³oñ sk³ada siê z palców. ,True,1,1.533460800004832
perceptual_experiment0,8,Kucharz gotuje posi³ki,True,1,2.133452300004137
perceptual_experiment0,9,Fasola jest owocem,True,1,1.5001272000008612
perceptual_experiment0,10,Zbiornik paliwa jest z papieru,True,1,2.2335601999948267
perceptual_experiment0,11,Listonosz krêci filmy,False,1,3.1000801999980467
perceptual_experiment0,12,Leniwiec szybko biega,True,1,2.5667927999966196
perceptual_experiment0,13,Kostka do gry s³u¿y do pisania,True,1,2.050113799996325
perceptual_experiment0,14,Tenis sto³owy wymaga paletek,True,1,2.0987227000005078
perceptual_experiment0,15,Pokój to pomieszczenie,False,1,2.416689400000905
perceptual_experiment0,16,Dzik poluje na ludzi,True,0,1.7667395000025863
perceptual_experiment0,17,Rumianek jest zdrowy,True,1,1.9502318000013474
perceptual_experiment0,18,D³oñ umo¿liwia chwytanie.,True,1,2.483441900003527
perceptual_experiment0,19,Usta s¹ na twarzy,True,1,1.7004302000059397
perceptual_experiment0,20,Fizyka bada prawa natury,True,1,1.5334643000023789
perceptual_experiment0,21,Szarlotka to rodzaj mebla,True,1,2.233456000001752
perceptual_experiment0,22,Pingwin potrafi lataæ,True,1,1.3668723000009777
perceptual_experiment0,23,Marzec jest miesi¹cem lata.,True,1,2.750033899996197
perceptual_experiment0,24,Puma to gatunek kota,True,1,1.583499699998356
perceptual_experiment0,25,Palec u nogi jest ró¿owy,True,1,1.683477300000959
perceptual_experiment0,26,Trener leczy choroby ,False,1,2.78349999999773
perceptual_experiment0,27,Lydka jest czêœci¹ rêki. ,True,1,2.3501224999999977
perceptual_experiment0,28,Rzeka p³ynie do góry,True,1,1.7003363000039826
perceptual_experiment0,29,Ekonomista analizuje rynek,True,1,1.7834237999995821
perceptual_experiment0,30,Drzwi s¹ czêœci¹ okna. ,True,1,1.8001547000021674
perceptual_experiment0,31,Pi³ka no¿na wymaga pi³ki,True,1,1.9667855000006966
perceptual_experiment0,32,Biodro ³¹czy nogê z tu³owiem.,False,1,2.7834311999977217
perceptual_experiment0,33,Baran to zwierzê stadne,True,1,1.6507253000017954
perceptual_experiment0,34,Geodeta piecze ciasta,True,1,2.1668797000020277
perceptual_experiment0,35,Chomik jest gatunkiem ryby,True,0,2.466994700000214
perceptual_experiment0,36,Krêgos³up jest elastyczny. ,True,1,2.88345510000363
perceptual_experiment0,37,Ksiê¿yc w pe³ni jest kwadratowy,True,1,2.050132399999711
perceptual_experiment0,38,Wrona jest gatunkiem paj¹ka,True,1,2.2833709999977145
perceptual_experiment0,39,Pielêgniarka dba o pacjentów ,True,1,2.516768999994383
perceptual_experiment0,40,Zupa jarzynowa jest z owoców,True,1,2.3500445000026957
perceptual_experiment0,41,Narciarstwo to sport zimowy,True,1,2.2501447000031476
perceptual_experiment0,42,Fotograf sprz¹ta chodniki,True,1,2.33346889999666
perceptual_experiment0,43,Na korepetycjach siê uczy,True,1,2.350169299999834
semantic_experiment2,0,Wiatr jest niewidzialny,True,1,2.466726699996798
semantic_experiment2,1,Piêta jest czêœci¹ stopy. ,True,1,2.966910699993605
semantic_experiment2,2,W styczniu s¹ d³ugie dni. ,False,1,2.1168730999997933
semantic_experiment2,3,Paj¹k potrafi lataæ,False,1,2.1836063000009744
semantic_experiment2,4,Krótkie dni s¹ w czerwcu,False,1,3.51680729999498
semantic_experiment2,5,Drzwi s¹ na pod³odze,False,1,2.250112199995783
semantic_experiment2,6,Fryzjer obcina w³osy,True,1,1.883512399996107
semantic_experiment2,7,Akwarele to farby wodne,True,1,2.450133400001505
semantic_experiment2,8,Osa to gatunek ryby,False,1,2.050176700002339
semantic_experiment2,9,Ryœ to gatunek ptaka,False,1,2.050089999996999
semantic_experiment2,10,Szklarz piecze ciasta,False,1,2.166713999999047
semantic_experiment2,11,Sweter chroni przed zimnem. ,True,1,2.1667578000051435
semantic_experiment2,12,Koszykówka grana jest na boisku,True,1,2.516778400000476
semantic_experiment2,13,Silnik jest w samolocie,True,1,2.2334310000005644
semantic_experiment2,14,Stewardessa buduje koœcio³y,False,1,2.483454300003359
semantic_experiment2,15,Pizza pochodzi z Japonii,False,1,2.0668361999996705
semantic_experiment2,16,Klamka otwiera okno,True,1,2.133397400000831
semantic_experiment2,17,Kwiat umie tañczyæ,False,1,1.966865599999437
semantic_experiment2,18,Ogrodnik pielêgnuje roœliny,True,1,2.4668077000023914
semantic_experiment2,19,Bocian przynosi dzieci,False,1,2.366710599999351
semantic_experiment2,20,Piekarz pracuje na recepcji,False,1,1.8835147999998298
semantic_experiment2,21,Sutki s¹ widoczne u mê¿czyzn. ,True,1,2.6499845999933314
semantic_experiment2,22,Buraki s¹ owocami,False,1,2.9668833000032464
semantic_experiment2,23,Wilk poluje w grupach,True,1,2.0500414000052842
semantic_experiment2,24,Dorsz to ryba morska,True,1,1.56672279999475
semantic_experiment2,25,Opony s¹ wymagane w samochodzie,True,1,2.7333714999986114
semantic_experiment2,26,Paproæ jest niebieska,False,1,2.050026999997499
semantic_experiment2,27,Geolog bada ziemiê,True,1,1.7835274999961257
semantic_experiment2,28,Oko umo¿liwia dotyk.,False,1,2.0168018999975175
semantic_experiment2,29,Kot to drapie¿nik,True,0,1.3501819000011892
semantic_experiment2,30,Pacha znajduje siê pod rêk¹. ,True,1,2.3835477999964496
semantic_experiment2,31,W listopadzie opadaj¹ liœcie.,True,1,2.4335148999962257
semantic_experiment2,32,Pluton jest najbli¿ej S³oñca,False,1,2.5333851000032155
semantic_experiment2,33,Szyba chroni przed wiatrem.,True,1,2.333508999996411
semantic_experiment2,34,Jelita trawi¹ pokarm. ,True,1,1.9167023999980302
semantic_experiment2,35,W sierpniu s¹ d³ugie noce.,False,1,2.8334503000005498
semantic_experiment2,36,Artysta tworzy dzie³a sztuki. ,True,1,1.683373500003654
semantic_experiment2,37,Zderzak chroni pojazd,True,1,1.9834712000010768
semantic_experiment2,38,W ka¿dym miesi¹cu jest 28 dni. ,False,1,2.5835099999967497
semantic_experiment2,39,Klatka piersiowa chroni serce.,True,1,2.3500827999960165
semantic_experiment2,40,£abêdŸ to gatunek ptaka,True,1,3.5168537000063225
semantic_experiment2,41,Barista pisze ksi¹¿ki,False,1,2.050186100001156
semantic_experiment2,42,Marynarkê nosi siê na nogach,False,1,2.2834092999983113
semantic_experiment2,43,W¹troba magazynuje energiê. ,False,0,-1
perceptual_experiment2,0,Klej s³u¿y do klejenia,True,1,3.2002110999965225
perceptual_experiment2,1,Mózg kontroluje cia³o.,True,1,2.9000771999999415
perceptual_experiment2,2,¯y³a odprowadza krew do serca. ,True,1,3.033386499999324
perceptual_experiment2,3,Kostka stabilizuje stopê. ,True,1,3.3000802000024123
perceptual_experiment2,4,Bambus roœnie w Polsce,True,1,2.317176099997596
perceptual_experiment2,5,Rzut dyskiem to uderzanie pi³k¹,True,0,-1
perceptual_experiment2,6,G³owa zawiera mózg. ,True,1,1.3669258000008995
perceptual_experiment2,7,Ko³o zapasowe jest okr¹g³e,True,1,2.8667631999996956
perceptual_experiment2,8,Na geografii uczy siê o ziemi,True,1,2.4336698000042816
perceptual_experiment2,9,Wœciek³oœæ to negatywna emocja,True,1,2.5167873999962467
perceptual_experiment2,10,Makaron jest w³oskim daniem,True,1,2.000223199996981
perceptual_experiment2,11,Trawa jest zielona,True,1,2.0501444000037736
perceptual_experiment2,12,Pod³oga jest pod stopami,True,1,2.233476300003531
perceptual_experiment2,13,In¿ynier projektuje mosty,False,1,3.3668596999996225
perceptual_experiment2,14,Fotograf robi zdjêcia,True,1,1.9334697000012966
perceptual_experiment2,15,Lawa to p³ynna ska³a,True,1,1.9835600999940652
perceptual_experiment2,16,Reflektor oœwietla drogê ,True,1,2.8334044000002905
perceptual_experiment2,17,Goryl to gatunek ptaka,True,1,1.833572000003187
perceptual_experiment2,18,Szachy s¹ sportem umys³owym,True,1,3.6668247999987216
perceptual_experiment2,19,Garnitur jest strojem formalnym,True,1,2.4835316999960924
perceptual_experiment2,20,Niebo jest zielone,False,1,2.5169925000009243
perceptual_experiment2,21,Spódnica jest po¿ywieniem,True,1,2.016719600003853
perceptual_experiment2,22,Sufit jest nad g³ow¹,True,1,2.1001350000005914
perceptual_experiment2,23,W kwietniu rosn¹ kwiaty. ,True,1,2.1334376000013435
perceptual_experiment2,24,Ryba potrafi biegaæ,True,1,1.8333934000038425
perceptual_experiment2,25,Przebiœnieg przebija œnieg,True,1,3.5832854000036605
perceptual_experiment2,26,Jêzyk umo¿liwia smakowanie. ,True,1,2.283328400000755
perceptual_experiment2,27,Orkiestra buduje budynki,True,1,2.250076700001955
perceptual_experiment2,28,Œwinia potrafi siê wspinaæ,True,1,2.283568099999684
perceptual_experiment2,29,Lekarz leczy ludzi,True,1,1.9334250999963842
perceptual_experiment2,30,Karaluch jest ssakiem,True,1,1.6501217000040924
perceptual_experiment2,31,Drzewa rosn¹ w górê,True,1,2.2334119000006467
perceptual_experiment2,32,Kamieñ umie p³ywaæ,True,1,1.6168876000010641
perceptual_experiment2,33,Rêkawiczki nosi siê na rêkach,True,1,2.216816699998162
perceptual_experiment2,34,Nozdrza umo¿liwiaj¹ oddychanie.,True,1,2.6167367000016384
perceptual_experiment2,35,Spadochroniarstwo to sport wodny,True,1,2.600102700002026
perceptual_experiment2,36,Jab³oñ daje jab³ka,True,1,2.0334007999990718
perceptual_experiment2,37,Szalik siê nosi w zimie,True,1,1.8335262999971746
perceptual_experiment2,38,Brew to czêœæ rêki,False,1,2.1667711999980384
perceptual_experiment2,39,Nietoperz potrafi lataæ,True,1,1.6504736999995657
perceptual_experiment2,40,Serce pompuje krew,False,0,2.333375599999272
perceptual_experiment2,41,Têtnica prowadzi krew z serca. ,True,1,2.050110500000301
perceptual_experiment2,42,Astronom obserwuje gwiazdy,True,1,2.0001499999998487
perceptual_experiment2,43,NiedŸwiedŸ to drapie¿nik,True,1,1.4833860999933677
