Jelito grube przyspiesza proces trawienia. ,False
Nerka jest częścią układu moczowego. ,True
Płuca produkuje czerwoną krew. ,False
Serce znajduje się w jamie brzusznej. ,False
Wątroba jest największym narządem wewnętrznym człowieka. ,True
Jelita znajdują się w jamie brzusznej. ,True
Jelito cienkie jest dłuższe od jelita grubego. ,True
Jelito grube wchłania wodę i sole mineralne. ,True
Serce jest umiejscowione w klatce piersiowej. ,True
Płuca filtrują krew. ,False
Serce składa się z dwóch komór.,False
Nerka produkuje hormony. ,True
Wątroba usuwa toksyny z organizmu. ,True
Jelita są odpowiedzialne za produkcję insuliny. ,False
Jelito cienkie jest miejscem wchłaniania składników odżywczych.,True
Jelito grube reguluje poziom wody w organizmie. ,True
Nerka produkuje mocz. ,True
Wątroba magazynuje krew. ,False
Serce reguluje ciśnienie krwi. ,True
Płuca znajdują się w jamie brzusznej.,False
Nerka jest jednym z dwóch narządów wewnętrznych. ,False
Wątroba jest narządem zdolnym do regeneracji. ,True
Jelita pomagają w trawieniu białek. ,False
Jelito cienkie jest krótsze od jelita grubego. ,True
Jelito grube reguluje wydalanie kału. ,True
Serce jest umiejscowione w jamie klatki piersiowej. ,True
Płuca pomagają w trawieniu. ,False
Nerka jest częścią układu pokarmowego. ,False
Wątroba jest jednym z narządów wydzielniczych. ,True
Jelita są odpowiedzialne za filtrację krwi. ,False
Jelito cienkie jest najdłuższym odcinkiem przewodu pokarmowego. ,True
Jelito grube znajduje się przed jelitem cienkim. ,False
Serce jest odpowiedzialne za produkcję moczu. ,False
Płuca mają zdolność do magazynowania krwi. ,False
Nerka jest umiejscowiona w klatce piersiowej. ,False
Wątroba reguluje poziom cukru we krwi. ,True
Jelita przyspieszają proces trawienia. ,False
Jelito cienkie jest miejscem wchłaniania witamin. ,True
Jelito grube bierze udział w procesie trawienia. ,False
Serce jest narządem mięśniowym. ,True
Płuca biorą udział w wymianie gazowej. ,True
Nerka jest odpowiedzialna za regulację ciśnienia krwi. ,False
Wątroba jest narządem wydzielniczym. ,True
Jelita produkują hormony. ,False
Jabłka są zdrowe,True
Ziemniaki rosną pod ziemią,True
Cukier szkodzi na zęby,True
Kiwi jest bogate w witaminę C,True
Kiełbasa jest polskim daniem,True
Marchewka poprawia wzrok,True
Chleb jest węglowodanem,True
Makaron jest włoskim daniem,True
Arbuz to owoc,True
Czekolada zawiera kakao,True
Ryż jest popularny w Azji,True
Banany rosną na drzewach,True
Oliwa z oliwek jest zdrowa,True
Pomidory można jeść na surowo,True
Jogurt zawiera probiotyki,True
Kawa pobudza organizm,True
Szpinak jest bogaty w żelazo,True
Jajka są źródłem białka,True
Kurczak jest białym mięsem,True
Truskawki są owocami letnimi,True
Orzechy są bogate w tłuszcze,True
Sałatka jest lekkim posiłkiem,True
Sernik to typowe polskie danie,True
Papryka jest owocem warzywowym,True
Fasola jest bogata w białko,True
Pizza pochodzi z Japonii,False
Ser żółty jest niezdrowy,False
Chipsy to zdrowa przekąska,False
Woda smakuje jak kawa,False
Mango jest popularne w Polsce,False
Coca-Cola jest zdrowym napojem,False
Szarlotka to danie kuchni chińskiej,False
Ananas rośnie na palmie,False
Masło jest zdrowym tłuszczem,False
Pączki są lekkim posiłkiem,False
Jagnięcina jest popularna w Azji,False
Bułki są niskokaloryczne,False
Sos pomidorowy jest polskim daniem,False
Tatar to danie wegetariańskie,False
Buraki są owocami,False
Kawa nie zawiera kofeiny,False
Truskawki to rodzaj warzyw,False
Jabłecznik jest bezkaloryczny,False
Orzeszki ziemne rosną na drzewach,False
Ziemniak jest owocem,False
Sałatka owocowa zawiera tylko warzywa,False
Zupa jarzynowa jest z owoców,False
Lodów się nie mrozi ,False
Marchewka jest różowa,False
Koperek rośnie na drzewie,False
Lekarz leczy ludzi,True
Nauczyciel uczy w szkole,True
Pielęgniarka dba o pacjentów ,True
Inżynier projektuje mosty,True
Programista pisze programy ,True
Architekt projektuje budynki ,True
Policjant pilnuje porządku,True
Strażak gasi pożary ,True
Prawnik broni klientów,True
Psycholog pomaga ludziom,True
Kucharz gotuje posiłki,True
Krawiec szyje ubrania,True
Elektryk naprawia urządzenia ,True
Mechanik naprawia samochody,True
Ogrodnik pielęgnuje rośliny,True
Weterynarz leczy zwierzęta ,True
Farmaceuta sprzedaje leki,True
Dentysta leczy zęby,True
Fryzjer obcina włosy,True
Kosmetyczka pielęgnuje skórę ,True
Dziennikarz pisze artykuły ,True
Fotograf robi zdjęcia,True
Muzyk gra na instrumentach,True
Malarz maluje obrazy,True
Pisarz pisze książki ,True
Poeta tworzy wiersze,True
Aktor gra w filmach,True
Geolog bada ziemię,True
Astronom obserwuje gwiazdy,True
Socjolog bada społeczeństwo,True
Ekonomista analizuje rynek,True
Manager zarządza zespołem,True
Przedsiębiorca prowadzi firmę,True
Tłumacz przekłada teksty,True
Dietetyk naprawia samochody,False
Terapeuta gotuje obiady,False
Trener leczy choroby ,False
Doradca finansowy maluje obrazy,False
Pilot projektuje suknie ślubne,False
Stewardessa buduje kościoły,False
Ratownik sprzedaje biżuterię,False
Geodeta piecze ciasta,False
Hydraulik tańczy na scenie,False
Szklarz piecze ciasta,False
Cieśla robi drinki,False
Stolarz ratuje ludzi,False
Florysta gra na instrumentach ,False
Jubiler sprząta pokoje,False
Zegarmistrz piecze potrawy,False
Cukiernik tankuje paliwo,False
Piekarz pracuje na recepcji,False
Barista pisze książki,False
Pokojówka uczy nurkowania,False
Ochroniarz buduje budynki,False
Listonosz kręci filmy,False
Piłka nożna wymaga piłki,True
maratończyk biega długie dystanse,True
Siatkówka plażowa jest grana na piasku,True
Koszykówka uliczna grana na podwórkach,True
Tenis stołowy wymaga paletek,True
Narciarstwo to sport zimowy,True
Skoki narciarskie odbywają się na skoczniach,True
Łyżwiarstwo figurowe wymaga precyzji,True
Gimnastyka  wymaga elastyczności,True
Kolarstwo szosowe jest na asfalcie,True
Golf wymaga kija,True
Narciarstwo alpejskie odbywa się w górach,True
Żeglarstwo odbywa się na wodzie,True
Boks polega na walce,True
Triathlon to zawody w trzech dyscyplinach,True
Łucznictwo sportowe wymaga łuku,True
MMA to mieszane sztuki walki,True
Biegi narciarskie odbywają się na śniegu,True
Szachy są sportem umysłowym,True
W paintballu nie używa się kulek,False
Ping pong nie wymaga paletek,False
Spadochroniarstwo odbywa się na lądzie,False
Nordic walking to sport na rowerze,False
Jazda na desce odbywa się na wodzie,False
Wędkarstwo polega na łapaniu ryb rękoma,False
Biegi przełajowe to wyścigi na asfalcie,False
Do hula hoop potrzeba piłki,False
Surfing odbywa się na lądzie,False
Rzut dyskiem polega na uderzaniu piłką,False
W hokeju na trawie nie używa się kija,False
Jazda na rolkach odbywa się na lodzie,False
Wspinaczka odbywa się w wodzie,False
Gwiazda to kula gazowa,True
Czarna dziura pochłania światło,True
Na ziemii mieszkają ludzie,True
Księżyc krąży wokół Ziemi,True
Galaktyka to zbiór gwiazd i planet,True
Teleskop pozwala widzieć kosmos,True
Układ słoneczny składa się z planet,True
Mars ma czerwoną powierzchnię,True
Saturn ma widoczne pierścienie,True
Pluton jest najbliżej Słońca,False
Grawitacja odpycha przedmioty,False
Zorza polarna występuje tylko na Księżycu,False
Czas życia gwiazdy jest nieskończony,False
Księżyc w pełni nie wygląda na okrągły,False
