Czarna wdowa jest różowa;False
Maratończyk biega długie dystanse;True
Wiewiórka potrafi pływać;False
Biodro łączy nogę z tułowiem.;True
Koszykówka grana jest na boisku;True
Do hula hoop potrzeba piłki;False
Jastrząb potrafi pływać;False
Pająk potrafi latać;False
Trener leczy choroby;False
Kurczak jest białym mięsem;True
Parapet jest na zewnątrz budynku.;False
Socjolog bada społeczeństwo;True
Jaguar to gatunek kota;True
Puma to gatunek kota;True
Motyl potrafi latać;True
Świnia potrafi się wspinać;False
Noga umożliwia chodzenie.;True
Gołąb potrafi latać;True
Kucyk potrafi latać;False
Delfin potrafi latać;False
Pingwin potrafi latać;False
Florysta gra na instrumentach;False
Kierownica służy do sterowania autem;True
Żółw potrafi latać;False
Nietoperz potrafi latać;True
Kangur potrafi skakać;True
Paliwo jest potrzebne do jazdy;True
Matura to rodzaj musicalu;False
Jabłoń daje jabłka;True
Teleskop pozwala obserwować kosmos;True
Ucho umożliwia słyszenie.;True
Koperek rośnie na drzewie;False
Mapa przedstawia jakąś powierzchnię;True
Alarm samochodowy zmniejsza bezpieczeństwo;False
Szarlotka to rodzaj mebla;False
Koń to zwierzę kopytne;True
Architekt projektuje budynki;True
Kasztanowiec daje kasztany;True
Truskawki są owocami letnimi;True
Antena odpowiada za zmiane biegów;False
Śliwa daje śliwki;True
Jubiler sprząta pokoje;False
Ładowność bagażnika zależy od jego wielkości;True
Chłodnica odpowiada za chłodzenie silnika;True
Kamień umie pływać;False
Kozaki to rodzaj obuwia;True
Mak rośnie na polu;True
Koło zapasowe jest okrągłe;True
Pielęgniarka dba o pacjentów;True
Kocimiętka przyciąga koty;True
Weterynarz leczy zwierzęta;True
Zorza polarna występuje tylko na Księżycu;False
Oświetlenie auta utrudnia widzenie;False
Roleta zasłania okno.;True
Wątroba produkuje krew.;False
Kot to drapieżnik;True
Golf wymaga kija;True
Dłoń umożliwia chwytanie.;True
Łazienka służy do kąpieli.;True
Galaktyka to zbiór gwiazd i planet;True
Tłumacz przekłada teksty;True
Nos służy do oddychania.;True
Tenis stołowy wymaga paletek;True
Zazdrość to cecha ludzka;True
Garderoba służy do przechowywania ubrań.;True
WF to lekcja wychowania fizycznego;True
Niebo jest zielone;False
Krew transportuje substancje.;True
Gimnastyka wymaga elastyczności;True
Podłokietnik zapewnia wygodę jazdy;True
Empatia pozwala na zrozumienie innych;True
W świetlicy buduje się samoloty;False
Plecak nosi się na plecach;True
Zbiornik paliwa jest z papieru;False
Brzuch zawiera narządy trawienne.;True
Łyżwiarstwo figurowe wymaga precyzji;True
Skoki narciarskie odbywają się na skoczniach;True
Ping pong nie wymaga paletek;False
Ząb służy do gryzienia.;True
Szalik się nosi w zimie;True
Astronom obserwuje gwiazdy;True
W listopadzie opadają liście.;True
Buty nosi się na stopach;True
Gardło łączy nos z przełykiem.;False
Grawitacja odpycha przedmioty;False
Lis to zwierzę mięsożerne;True
W hokeju używa się nart;False
Jajka pochodzą od kur;True
Paznokcie chronią palce.;True
Pedał gazu nie wpływa na prędkość;False
Sprzedawca obsługuje klientów;True
Spadochroniarstwo to sport wodny;False
Szyba chroni przed wiatrem.;True
Baran to zwierzę stadne;True
Wigilia jest w grudniu;True
Świerk jest drzewem iglastym;True
Zeszyt służy do notowania;True
Tłumik spalin zwiększa hałas pojazdu;False
Pizza pochodzi z Japonii;False
Dorsz to ryba morska;True
Kwiat umie tańczyć;False
Czekolada zawiera kakao;True
Gwiazda to kula gazowa;True
Zając to zwierzę roślinożerne;True
W paintballu używa się kulek;True
Rośliny oddychają dwutlenkiem węgla;True
Osa to gatunek ryby;False
Halloween jest w czerwcu;False
Owca to zwierzę roślinożerne;True
Jemioła to zwierzę;False
Surfing odbywa się na lądzie;False
Jeziora są głębsze od oceanów;False
Jadalnia służy do spożywania posiłków.;True
Farmaceuta sprzedaje leki;True
Pokojówka uczy nurkowania;False
Szczur to gatunek ptaka;False
Łabędź to gatunek ptaka;True
Zawieszenie wpływa na komfort jazdy;True
Wściekłość to negatywna emocja;True
Fryzjer obcina włosy;True
Ser żółty to mięso;False
Zderzak chroni pojazd;True
Aloes rośnie na Księżycu;False
Klimatyzacja zarządza temperaturą;True
Ryś to gatunek ptaka;False
Żubr to gatunek ptaka;False
Goryl to gatunek ptaka;False
Wątroba magazynuje energię.;False
Podłoga jest pod stopami;True
Silnik jest w samolocie;True
Kawa pobudza organizm;True
Lody są zimne;True
Na korepetycjach się uczy;True
Hamulce służą do hamowania;True
Strażak gasi pożary;True
Kosmetyczka pielęgnuje skórę;True
Trawa jest zielona;True
Kierunkowskaz informuje o zamiarze skrętu;True
Gumka służy do ścierania;True
Akwarele to farby wodne;True
Sowa jest nocnym ptakiem;True
Wspomaganie kierownicy ułatwia jazdę;True
Elektryk naprawia urządzenia;True
Klej służy do klejenia;True
Dentysta leczy zęby;True
Kostka stabilizuje stopę.;True
Narciarstwo to sport zimowy;True
Kalkulator pomaga w obliczeniach;True
Sukienka jest typowym męskim ubraniem.;False
Przebiśnieg przebija śnieg;True
Ratownik sprzedaje biżuterię;False
Orzeszki ziemne rosną na drzewach;False
Podgrzewane fotele powodują zimno;False
Cukier szkodzi na zęby;True
Nawigacja pomaga w podróżowaniu;True
Banany rosną na drzewach;True
Nordic walking to sport na rowerze;False
Szorty są popularne latem.;True
Orka to ssak wodny;True
Rzut dyskiem to uderzanie piłką;False
Paznokcie są naturalnie zielone;False
Dziobak to ssak wodny;True
Jabłka są zdrowe;True
Jagnięcina to mięso z kury;False
Inżynier projektuje mosty;True
Wiatr jest niewidzialny;True
Orzechy są zdrowe;True
Oliwa z oliwek jest zdrowa;True
Szachy są sportem umysłowym;True
Sweter chroni przed zimnem.;True
Ogrodnik pielęgnuje rośliny;True
Kiełbasa jest z mięsa;True
Pomidory można jeść na surowo;True
Terapeuta gotuje obiady;False
Makaron jest włoskim daniem;True
Księżyc w pełni jest kwadratowy;False
Deszcz jest mokry;True
Zupa jarzynowa jest z owoców;False
Pączki są zdrowe;False
Rumianek jest zdrowy;True
Chipsy to zdrowa przekąska;False
Chomik jest gatunkiem ryby;False
Kapibara to gatunek małpy;False
Chleb jest z mąki;True
Jogurt można jeść;True
Kamera cofania ułatwia parkowanie;True
Masło to owoc;False
Lawenda jest zielona;False
Pilot projektuje suknie ślubne;False
Szpinak jest zielony;True
Płuca umożliwiają oddychanie.;True
Wieloryb to gatunek owada;False
Rekin jest rybą;True
Ryż jest popularny w Azji;True
Biegi przełajowe to wyścigi;True
Alpaka to gatunek owada;False
Jednorożec jest istotą mityczną;True
Bóbr jest gatunkiem ptaka;False
Buraki są owocami;False
Wycieraczki wycierają szybę;True
Łokieć umożliwia zginanie ramienia.;True
Nozdrza umożliwiają oddychanie.;True
Sałatka jest lekkim posiłkiem;True
Fasola jest owocem;False
Kucharz gotuje posiłki;True
Kiwi jest owocem;True
Arbuz to owoc;True
Paproć jest niebieska;False
Hydraulik tańczy na rurze;False
Wspomaganie hamulców utrudnia hamowanie;False
Pępek jest na brzuchu;True
Cukiernik tankuje paliwo;False
Krawiec szyje ubrania;True
Fotograf sprząta chodniki;False
Piórnik przechowuje przybory;True
Żołądek trawi pokarm.;True
Garnitur jest strojem formalnym;True
Zegarmistrz piecze potrawy;False
Tatar to danie wegetariańskie;False
Kret kopie tunele;True
Kręgosłup jest elastyczny.;True
Kurtka to okrycie wierzchnie;False
Poduszka powietrzna jest z cementu;False
Jelita trawią pokarm.;True
Sos pomidorowy jest z pomidorów;True
Kura jest drapieżnikiem;False
Panda jest różowa;False
Szklarz piecze ciasta;False
Hiena poluje w stadach;True
Żebra chronią płuca.;True
Geodeta piecze ciasta;False
Lawa to płynna skała;True
Papryka jest warzywem;True
Ananas to warzywo;False
Byk to ssak roślinożerny;True
Sernik to ciasto;True
Na plastyce się rysuje;True
Ostrokrzew jest krzewem;True
Wrona jest gatunkiem pająka;False
Na olimpiadzie każdy wygrywa;False
Wspomaganie parkowania utrudnia parkowanie;False
Kolarstwo szosowe jest na asfalcie;True
Niedźwiedź to drapieżnik;True
Spódnica jest pożywieniem;False
Tygrys to ssak;True
Nerka filtruje mocz.;True
Struś to owad;False
Gepard jest drapieżnikiem;True
Świerszcz jest owadem;True
Marchewka jest pomarańczona;True
Jeż to owad;False
Karaluch jest ssakiem;False
Kciuk jest najdłuższym placem;False
Hipopotam to roślinożerca;False
Jabłecznik jest bezkaloryczny;False
;
;
